Accession,NumUnusuals
HM368252,0
HM368254,0
HM638460,1
HM638516,0
HM638548,0
HM638583,0
HM638616,0
HM638668,0
HM638722,0
HM638780,0
HM638826,0
HM638888,0
HM638963,0
HM639009,0
HM639073,1
HM639117,0
HM639160,0
HM639204,0
HQ162499,0
HQ162511,0
HQ162523,0
HQ162534,1
HQ162548,0
HQ162559,0
HQ162572,0
HQ162584,1
HQ162597,0
HQ162608,0
HQ162620,0
HQ162634,1
HQ216367,1
HQ216397,1
HQ216471,0
HQ216501,0
HQ216557,0
HQ216577,2
HQ216601,0
HQ216632,0
HQ216675,1
HQ216702,0
HQ216730,2
HQ216755,1
HQ216785,1
HQ216810,0
HQ216841,1
HQ216861,0
HQ216893,0
HQ216915,1
HQ216949,0
HQ216971,0
HQ217019,0
HQ217043,0
HQ217079,0
HQ217099,0
HQ217115,1
HQ217144,1
HQ217167,0
HQ217193,0
HQ217256,0
HQ217283,0
HQ217315,0
HQ217340,0
HQ217368,1
HQ217393,0
HQ217418,0
HQ217443,0
HQ217474,0
HQ217505,0
HQ217541,0
HQ217574,0
HQ217651,0
HQ217708,0
HQ217733,1
HQ217760,0
HQ217784,0
HQ217818,1
HQ217840,0
HQ217860,1
HQ217874,0
HQ217892,0
HQ217914,1
HQ217930,0
HQ217947,3
HQ217967,0
HQ217984,0
HQ218001,1
HQ218020,0
HQ218034,1
HQ238279,6
HQ385442,3
HQ385443,1
HQ385444,0
HQ385445,1
HQ385446,1
HQ385447,0
HQ385448,0
HQ385449,0
HQ385450,0
HQ385451,0
HQ385452,0
HQ385453,1
HQ385455,0
HQ385456,5
HQ385457,1
HQ385458,0
HQ385459,2
HQ385460,1
HQ385461,5
HQ385462,1
HQ385463,0
HQ385464,0
HQ385472,0
HQ385473,0
HQ385474,1
HQ385475,4
HQ385477,1
HQ385478,2
HQ385479,0
HQ595742,0
HQ595743,0
HQ595750,1
HQ595753,2
HQ595756,2
HQ595757,0
HQ595758,0
HQ659584,0
HQ659593,0
HQ659612,0
HQ659623,0
HQ659632,0
HQ697934,1
HQ697983,1
HQ698029,0
HQ698034,0
HQ699949,1
HQ699971,1
HQ699972,0
HQ699974,1
HQ699979,1
HQ699980,0
HQ699981,0
HQ699982,0
HQ699986,0
JF320002,1
JF320007,0
JF320008,0
JF320011,0
JF320012,0
JF320017,0
JF320018,0
JF320028,0
JF320036,0
JF320038,0
JF320043,0
JF320044,0
JF320045,0
JF320048,0
JF320054,0
JF320059,0
JF320072,0
JF320083,1
JF320099,0
JF320120,0
JF320131,0
JF320144,0
JF320145,0
JF320150,0
JF320160,0
JF320173,0
JF320178,0
JF320183,0
JF320184,0
JF320185,0
JF320186,2
JF320189,2
JF320191,1
JF320196,0
JF320197,0
JF320198,0
JF320230,1
JF320241,0
JF320259,0
JF320276,0
JF320296,2
JF320308,1
JF320315,5
JF320329,0
JF320361,3
JF320363,1
JF320375,0
JF320380,0
JF320387,0
JF320394,1
JF320411,0
JF320422,2
JF320427,0
JF320460,0
JF320482,2
JF320497,1
JF320520,0
JF320530,1
JF320539,0
JF320559,0
JF320564,2
JF320570,0
JF320592,0
JF320613,1
JF320615,0
JF320630,1
JF683736,0
JF683737,0
JF683738,1
JF683739,0
JF683740,1
JF683741,1
JF683742,1
JF683743,0
JF683744,5
JF683745,0
JF683746,0
JF683747,0
JF683748,0
JF683750,0
JF683751,1
JF683752,3
JF683753,4
JF683754,2
JF683755,1
JF683756,4
JF683757,0
JF683758,2
JF683759,0
JF683760,7
JF683761,2
JF683762,0
JF683763,0
JF683764,0
JF683765,0
JF683766,0
JF683767,0
JF683768,1
JF683769,0
JF683770,0
JF683771,1
JF683772,0
JF683773,13
JF683774,0
JF683775,0
JF683776,0
JF683777,0
JF683779,0
JF683780,0
JF683781,0
JF683782,1
JF683783,0
JF683784,0
JF683785,2
JF683786,1
JF683787,1
JF683788,2
JF683789,2
JF683790,0
JF683791,0
JF683792,0
JF683793,0
JF683794,0
JF683795,0
JF683796,0
JF683797,0
JF683798,4
JF683799,0
JF683800,0
JF683801,0
JF683802,1
JF683803,16
JF683804,1
JF683805,1
JF683806,0
JF683807,0
JF683808,0
JF683809,0
JF910191,0
JF910199,0
JF910200,0
JF910207,0
JF910215,0
JF910219,0
JF910221,0
JF910228,0
JF910231,0
JF910234,1
JF910235,0
JF910236,0
JF910242,0
JF910254,0
JF910256,0
JF910259,0
JF910265,0
JN024100,0
JN024203,1
JN024274,0
JN024339,1
JN024349,0
JN024450,0
JN024459,0
JN024469,0
JN248580,1
JN248582,0
JN248583,0
JN248584,0
JN248586,0
JN248587,0
JN248589,0
JN248590,0
JN248591,1
JN248593,0
JN681219,0
JN681220,0
JN681221,0
JN681222,0
JN681232,1
JN681233,0
JN681234,1
JN681236,0
JN681238,1
JN681239,1
JN681240,1
JN681241,0
JN681242,1
JN681243,0
JN681244,0
JN681245,0
JN681246,0
JN681247,0
JN681248,1
JN681249,1
JN681252,2
JN681253,1
JN681254,0
JN681255,0
JN681256,0
JN681257,0
JN681258,2
JN687694,0
JN687704,1
JN687706,0
JN687717,0
JN687718,1
JN687726,0
JN687728,0
JN687730,0
JN687731,0
JN687734,2
JN687735,1
JN687736,1
JN687737,0
JN687738,0
JN687739,0
JN687742,1
JN687744,0
JN687746,0
JN687748,1
JN687749,2
JN687750,0
JN687758,0
JN687759,0
JN687760,1
JN687761,0
JN687762,0
JN687763,0
JN687773,1
JN687774,0
JN687775,2
JN687776,0
JN687821,1
JN692431,1
JN692445,2
JN692449,2
JN692456,1
JN692460,2
JN692475,1
JN860761,0
JN860762,0
JN860763,0
JN860764,0
JN860765,0
JN860766,1
JN860767,0
JN860768,1
JN860769,0
JN944654,0
JN944655,0
JN944656,0
JN944657,0
JN944658,1
JN944659,0
JN944663,2
JN944664,0
JQ061131,3
JQ403030,0
JQ403035,0
JQ403048,0
JQ403050,0
JQ403060,0
JQ403062,0
JQ403102,2
JQ777026,0
JQ777061,3
JQ777087,0
JQ777111,1
JQ777137,0
JQ777144,0
JQ779074,0
JQ779170,2
JQ779226,0
JQ779286,0
JX112796,0
JX112798,0
JX112799,0
JX112800,1
JX112801,1
JX112802,0
JX112803,1
JX112804,2
JX112805,0
JX112807,0
JX112808,0
JX112809,0
JX112810,0
JX112811,0
JX112812,1
JX112813,0
JX112814,0
JX112815,0
JX112816,0
JX112817,0
JX112818,0
JX112820,0
JX112821,1
JX112822,0
JX112824,0
JX112825,0
JX112826,0
JX112827,0
JX112828,1
JX112829,0
JX112830,0
JX112831,0
JX112832,0
JX112833,0
JX112834,0
JX112835,0
JX112836,0
JX112837,0
JX112839,0
JX112840,0
JX112841,0
JX112842,0
JX112843,0
JX112844,0
JX112845,0
JX112846,1
JX112847,0
JX112848,0
JX112849,0
JX112850,0
JX112851,0
JX112852,0
JX112853,1
JX112854,0
JX112855,0
JX112856,0
JX112858,0
JX112859,0
JX112860,2
JX112861,0
JX112862,0
JX112863,0
JX112864,0
JX112865,0
JX112866,2
JX112867,0
JX112868,0
JX112869,0
JX112870,0
JX140646,1
JX140647,0
JX140652,0
JX140654,0
JX140656,0
JX140657,0
JX140658,0
JX140659,2
JX140660,0
JX140661,1
JX140667,0
JX140668,0
JX140670,1
JX140671,1
JX140672,1
JX140673,0
JX140679,1
JX202955,1
JX202976,0
JX203061,0
JX203082,0
JX203100,0
JX203116,0
JX422199,0
JX422200,0
JX422206,0
JX422207,0
JX422210,0
JX446655,0
JX446666,0
JX446698,2
JX446710,2
JX446728,0
JX446736,0
JX446755,0
JX446775,0
JX446790,0
JX446795,1
JX446817,0
JX446837,1
JX446848,0
JX446853,0
JX446873,0
JX446888,0
JX446898,0
JX446910,0
JX446916,0
JX446927,1
JX446942,2
JX446976,0
JX446987,0
JX446997,1
JX447013,0
JX447018,2
JX447028,0
JX447043,0
JX447054,0
JX447063,0
JX447072,2
JX447077,0
JX447087,0
JX447102,0
JX447117,0
JX447122,0
JX447132,0
JX447146,1
JX447156,1
JX447177,0
JX447199,0
JX447220,0
JX447235,0
JX447252,0
JX447266,0
JX447283,0
JX447294,1
JX447300,0
JX447305,0
JX447310,0
JX447315,0
JX447328,0
JX447344,0
JX447349,2
JX447359,0
JX447379,0
JX447395,0
JX447402,1
JX447412,0
JX447427,0
JX447447,0
JX447454,0
JX447465,0
JX447480,0
JX447493,0
JX447499,0
JX447515,0
JX447529,0
JX447535,0
JX447550,0
JX447559,0
JX447579,0
JX447589,0
JX447608,0
JX447637,0
JX447657,0
JX447668,0
JX447678,0
JX447699,0
JX447709,0
JX447721,0
JX447726,1
JX447746,1
JX447773,2
JX447795,1
JX447814,0
JX447827,0
JX447833,0
JX447853,0
JX447874,0
JX447884,0
JX447902,0
JX447921,0
JX447941,0
JX447958,0
JX447978,2
JX448001,0
JX448016,0
JX448019,1
JX448028,0
JX448039,1
JX448051,0
JX448057,0
JX448071,0
JX448086,0
JX448101,1
JX448198,0
JX448217,0
JX448238,1
JX448253,0
JX448270,0
JX448279,0
JX448289,0
JX448301,0
JX448312,0
JX500695,0
JX500696,0
JX500699,0
JX500700,0
JX500701,0
JX500702,0
JX500703,0
JX500704,0
JX863919,0
JX863920,0
JX863921,1
JX863922,1
JX863923,0
JX863924,0
JX863965,0
JX863966,1
JX863967,0
JX863968,0
JX863969,0
JX863970,0
JX863971,0
JX863972,0
JX863983,1
JX863984,0
JX863985,0
JX863986,2
JX863987,0
JX863988,0
JX863989,1
JX863990,1
JX863991,1
JX863992,0
JX863993,0
JX863994,1
JX863995,0
JX864006,0
JX864007,0
JX864008,0
JX864019,0
JX864020,0
JX864021,0
JX864022,0
JX864023,2
JX864024,0
JX864025,1
JX864026,0
JX864027,0
JX960597,1
JX960598,1
JX960599,1
JX960600,1
JX960601,1
JX960602,0
JX960603,1
JX960604,0
JX960605,0
JX960606,0
JX960607,1
JX960608,0
JX960609,0
JX960610,0
JX960611,0
JX960612,2
JX960613,0
JX960614,1
JX960615,0
JX960616,0
JX960617,0
JX960618,0
JX960619,0
JX960620,0
JX960621,1
JX960622,0
JX960623,0
JX960624,2
JX960625,0
JX960626,0
JX960627,0
JX960628,0
JX960629,0
JX960630,0
JX960631,0
JX960632,0
JX960633,0
JX960634,0
JX960635,0
JX960636,0
JX960637,0
JX960638,0
JX960639,0
JX972390,0
JX972931,1
JX972986,0
JX973075,0
JX973171,0
KC154012,1
KC154013,1
KC154014,0
KC154015,0
KC154016,0
KC154017,0
KC154018,0
KC154019,0
KC154020,0
KC183774,0
KC183776,1
KC183777,0
KC183778,0
KC183779,0
KC183780,0
KC183781,1
KC183782,0
KC183783,0
KC186127,0
KC186165,0
KC186203,1
KC186237,0
KC186271,1
KC186308,1
KC186349,0
KC186388,0
KC186421,1
KC186457,0
KC186498,0
KC186544,0
KC186577,0
KC186611,0
KC186650,1
KC186693,0
KC186730,0
KC186771,0
KC186814,0
KC186855,0
KC186893,0
KC186934,0
KC186976,1
KC187022,0
KC187067,0
KC187107,1
KC187145,0
KC187179,0
KC187216,0
KC187247,0
KC187280,1
KC187314,0
KC187349,0
KC187374,0
KC187417,0
KC187461,1
KC187499,0
KC187538,1
KC187577,0
KC187611,1
KC187627,4
KC187662,0
KC187699,1
KC473824,0
KC473825,0
KC473826,1
KC473827,0
KC473828,1
KC473829,0
KC473830,1
KC473831,0
KC473832,1
KC473833,2
KC473834,0
KC473835,0
KC473836,1
KC473846,0
KC595149,0
KC595150,0
KC595151,0
KC595153,0
KC595154,3
KC595155,0
KC595156,0
KC595159,0
KC595160,0
KC595161,0
KC595162,1
KC595163,0
KC595164,0
KC595166,2
KC595167,0
KC595168,1
KC595169,0
KC595170,0
KC595171,0
KC595172,0
KC595173,3
KC595174,0
KC595175,0
KC595176,0
KC595177,0
KC595178,1
KC595182,0
KC595183,0
KC595184,0
KC595185,0
KC595186,1
KC595187,0
KC595188,0
KC595189,0
KC595194,0
KC595195,0
KC595196,0
KC595197,1
KC595200,1
KC595201,0
KC595202,0
KC595203,0
KC595204,0
KC595206,0
KC595208,1
KC596064,0
KC596065,1
KC596066,0
KC596067,0
KC596068,0
KC699001,0
KC699002,0
KC699003,0
KC699004,0
KC699005,0
KC699006,1
KC699007,0
KC699008,0
KC699009,0
KC699010,0
KC699011,0
KC699012,2
KC699013,0
KC699014,0
KC699015,0
KC699016,0
KC699017,0
KC699018,1
KC699019,2
KC699020,0
KC699021,0
KC699022,2
KC699023,1
KC699024,3
KC699025,0
KC699026,0
KC699027,1
KC699028,0
KC699029,0
KC699030,0
KC699031,0
KC699032,0
KC699033,0
KC699034,0
KC699035,1
KC699036,0
KC699037,0
KC699038,0
KC699039,0
KC699040,1
KC862610,0
KC862627,1
KC862648,0
KC862666,0
KC862690,0
KC862709,0
KC862732,0
KC862752,0
KC862774,0
KC862793,0
KC862809,0
KC862828,2
KC862848,1
KC862858,1
KC862875,0
KC862891,0
KC862912,0
KC862931,1
KC862949,0
KC862967,0
KC862986,0
KC863009,0
KC863032,0
KC863053,0
KC863073,0
KC863092,0
KC863108,0
KC863126,0
KC863145,0
KC863162,0
KC863178,0
KC863201,1
KC863215,0
KC863239,0
KC863305,0
KC863324,0
KC863361,0
KC863362,1
KC863569,0
KC863583,0
KC863599,0
KC863613,0
KC863633,0
KC894117,0
KC894120,0
KC894121,0
KC894123,0
KC894128,0
KC894130,1
KC894132,0
KC894383,0
KC898975,2
KC898976,1
KC898977,0
KC898978,0
KC898979,0
KC898980,1
KC898981,1
KC898982,0
KC898983,0
KC898984,0
KC898985,1
KC898986,1
KC898987,0
KC898988,0
KC898989,0
KC898990,0
KC898991,1
KC898992,0
KC898993,1
KC898994,0
KC898995,1
KC898996,0
KC899003,0
KC899004,0
KC899005,0
KC899006,0
KC899007,0
KC899008,1
KC899009,0
KC899010,0
KC899011,0
KC899012,0
KC899013,0
KC899014,1
KC899015,0
KF114881,0
KF114882,0
KF114884,0
KF114885,0
KF250366,0
KF250368,1
KF250369,0
KF250371,1
KF250372,0
KF250373,0
KF250374,0
KF250375,0
KF250376,0
KF250377,0
KF250378,0
KF250379,5
KF250380,0
KF250381,0
KF250382,0
KF250383,0
KF250384,1
KF250385,0
KF716464,0
KF716465,0
KF716468,0
KF716469,0
KF716470,0
KF716471,0
KF716474,0
KF716475,1
KF716476,1
KF716478,1
KF716479,2
KF716480,1
KF716481,1
KF716482,0
KF716483,0
KF716484,0
KF716485,0
KF716486,0
KF716487,0
KF716488,1
KF716489,0
KF716490,1
KF716494,0
KF716495,0
KF716496,0
KF716497,1
KF716498,0
KF725883,0
KF725884,0
KF725885,1
KF725886,1
KF725887,0
KF725888,0
KF725889,0
KF725890,0
KF725891,0
KF725892,1
KF725895,0
KF725896,1
KF725897,0
KF725900,0
KF725901,0
KF725902,0
KF725903,0
KF725906,1
KF725908,0
KF725909,1
KF725910,0
KF725911,0
KF725912,0
KF725913,2
KF725915,1
KF725916,2
KF725917,0
KF725918,0
KF725920,1
KF725921,0
KF725922,0
KF725924,0
KF725926,0
KF725927,0
KF725928,0
KF725929,0
KF725930,1
KF725931,0
KF725933,0
KF725934,1
KF725935,0
KF725936,0
KF725937,0
KF725938,0
KF725939,1
KF725942,0
KF725943,0
KF725944,0
KF725945,2
KF725946,0
KF725947,0
KF725948,2
KF725949,0
KF725950,3
KF725952,1
KF725953,0
KF725954,1
KF725955,0
KF725956,0
KF725957,0
KF725958,0
KF725959,1
KF725960,0
KF725961,0
KF725962,0
KF725963,0
KF725964,1
KF725966,1
KF725967,1
KF725968,0
KF725969,8
KF725970,1
KF725971,0
KF725974,0
KF725975,1
KF725976,1
KF725977,0
KF725979,0
KF725980,1
KF725981,0
KF725982,0
KF725983,0
KF725984,0
KF725985,0
KF725986,1
KF725987,0
KF725988,0
KF725989,0
KF725990,0
KF725994,0
KF725995,0
KF725996,0
KF725997,0
KF725998,0
KF725999,0
KF726000,1
KF726001,0
KF726003,2
KF726004,0
KF726007,1
KF726009,0
KF726010,1
KF726011,0
KF726013,0
KF726014,1
KF726015,0
KF726016,0
KF726017,0
KF726018,0
KF726019,0
KF726020,0
KF726021,0
KF726022,0
KF726023,0
KF726025,0
KF859741,0
KF859745,0
KF859746,0
KF859747,0
KF985982,0
KF985994,2
KF986006,0
KF986021,0
KF986033,0
KF986041,0
KF986050,0
KF986058,0
KF986066,0
KF986074,0
KF986082,0
KF986090,0
KF986098,1
KF986106,1
KF986114,0
KF986123,0
KF986131,0
KF986139,0
KJ669749,0
KJ669778,1
KJ669860,0
KJ669864,1
KJ669940,0
KJ669955,0
KJ669979,0
KJ669983,0
KJ670018,2
KJ670040,0
KJ700458,0
KJ704787,0
KJ704789,0
KJ704790,0
KJ704791,0
KJ704792,0
KJ704793,0
KJ704794,0
KJ704795,0
KJ704796,0
KJ849758,0
KJ849759,0
KJ849760,1
KJ849762,0
KJ849763,0
KJ849766,1
KJ849768,0
KJ849769,0
KJ849770,5
KJ849771,1
KJ849774,1
KJ849775,1
KJ849777,0
KJ849778,3
KJ849779,0
KJ849784,0
KJ849788,0
KJ849793,0
KJ849795,0
KJ849799,2
KJ849800,0
KJ849803,0
KJ849809,0
KJ849818,0
KJ849820,0
KJ849824,1
KJ883137,0
KJ883138,0
KJ883142,0
KJ883143,2
KJ883144,0
KJ883145,0
KJ883146,0
KJ883147,0
KJ883148,0
KJ883149,0
KJ883150,0
KJ883151,1
KJ883152,0
KJ952242,0
KJ952283,0
KJ952314,0
KJ952346,1
KJ952376,0
KJ952432,0
KJ952505,0
KJ952535,0
KJ952562,1
KJ952614,0
KJ952667,0
KJ952689,0
KJ952712,0
KJ952732,0
KJ952765,0
KJ952820,0
KJ952852,0
KJ952897,0
KJ952917,0
KJ952968,0
KJ952991,0
KJ952992,0
KJ953058,0
KJ953089,0
KJ953119,0
KJ953149,0
KJ953175,0
KJ953197,0
KJ953282,0
KJ953316,0
KJ953366,0
KJ953408,0
KJ953438,0
KJ953459,0
KJ953481,0
KJ953503,1
KJ953525,1
KJ953555,0
KJ953596,0
KJ953611,0
KJ953634,0
KJ953664,1
KJ953685,0
KM217615,0
KM217780,0
KM217857,1
KM218138,1
KM218157,0
KM218159,1
KM218184,1
KM218210,2
KM218302,0
KM353586,2
KM353665,0
KM353701,1
KM353733,0
KM353807,0
KM353846,1
KM353922,0
KM354092,0
KM354114,0
KM354155,1
KM354232,0
KM354355,2
KM354431,2
KM354470,0
KM354585,1
KM354670,0
KM354703,1
KM354740,1
KM354781,0
KM354821,1
KM354862,1
KM354904,0
KM354962,1
KM355003,0
KM355044,0
KM355085,0
KM355159,0
KP109490,0
KP109491,0
KP109492,0
KP109493,0
KP109494,1
KP109495,0
KP109496,0
KP109515,0
KP109516,0
KP109517,0
KP109518,0
KP109519,0
KP171242,0
KP171254,0
KP171267,1
KP171279,1
KP171291,9
KP171303,0
KP171315,0
KP171327,0
KP171352,0
KP171376,0
KP171400,0
KP171424,0
KP171448,1
KP171472,0
KP411822,0
KP411824,19
KP411825,36
KP411826,2
KP411827,30
KP411828,2
KP411829,0
KP411830,1
KP411831,1
KP411832,0
KP411833,0
KP411834,14
KP411835,33
KP411836,0
KP411837,3
KP411838,6
KP411839,24
KP411840,18
KP411842,6
KP411845,18
KP718914,0
KP718915,0
KP718916,1
KP718917,0
KP718918,0
KP718919,0
KP718920,0
KP718921,2
KP718922,3
KP718923,1
KP718924,0
KP718925,0
KP718926,0
KP718927,2
KP718928,0
KP718929,0
KP718930,0
KP718931,1
KP718932,1
KP718933,1
KP718934,1
KP718935,0
KP718936,0
KP718937,0
KR017771,0
KR017772,1
KR017773,0
KR017774,1
KR017775,0
KR017776,0
KR017777,1
KR017778,1
KR017779,0
KR820294,0
KR820314,0
KR820324,0
KR820326,0
KR820341,0
KR820358,0
KR820367,0
KR820385,0
KR820394,0
KR820415,0
KR820422,0
KR820440,0
KR822827,0
KR822830,2
KR822832,0
KR822833,4
KR822835,1
KR861257,0
KR861259,1
KR861264,0
KR861269,0
KR861270,3
KR861271,1
KR861273,0
KR861276,0
KR861279,0
KR861280,0
KR861281,0
KR861282,0
KR861283,0
KR861304,0
KR861308,0
KR861311,1
KR861312,0
KR861313,0
KR861314,0
KR861315,1
KR861316,1
KR861317,0
KR861318,0
KR861319,0
KR861320,0
KR861321,1
KR861323,0
KR861324,0
KR861325,1
KR861326,1
KR861327,0
KR861328,0
KR861329,1
KR861330,0
KR861331,1
KR861332,0
KR861333,0
KR861334,0
KR861335,0
KR861336,1
KR861337,0
KR861338,1
KR861339,0
KR861340,1
KR861341,0
KR861343,0
KR861344,1
KR861345,0
KR868834,0
KR868847,0
KR868869,0
KR868894,0
KR868913,0
KT124747,0
KT124748,0
KT124749,0
KT124750,0
KT124751,0
KT124752,0
KT124753,0
KT124754,0
KT124755,0
KT124756,0
KT124757,0
KT124758,1
KT124759,1
KT124760,0
KT124761,0
KT124762,0
KT124763,0
KT124764,0
KT124765,0
KT124766,1
KT124767,0
KT124768,4
KT124769,0
KT124770,0
KT124771,1
KT124772,0
KT124773,3
KT124774,0
KT124775,0
KT124776,0
KT124777,0
KT124778,0
KT124779,0
KT124782,0
KT124783,0
KT124784,0
KT124785,0
KT124786,0
KT124787,0
KT124788,0
KT124790,0
KT124791,0
KT124792,0
KT124794,0
KT124795,0
KT124796,0
KT124797,0
KT124798,1
KT124799,0
KT124801,0
KT124802,1
KT124803,1
KT124804,0
KT124805,1
KT124806,1
KT124807,1
KT124808,2
KT124809,0
KT124810,1
KT124811,1
KT124812,0
KT124813,0
KT124814,0
KT183056,0
KT183068,0
KT183073,0
KT183084,0
KT183114,0
KT183135,0
KT183150,0
KT183250,0
KT183252,0
KT183271,0
KT183301,0
KT200348,1
KT200349,0
KT200350,0
KT200351,0
KT200352,0
KT200353,0
KT200354,1
KT200355,0
KT200356,2
KT200357,0
KT427677,0
KT427752,0
KT427814,0
KT427817,1
KU168256,0
KU168257,0
KU168258,2
KU168259,0
KU168260,1
KU168261,0
KU168262,1
KU168263,2
KU168264,0
KU168266,0
KU168268,0
KU168269,1
KU168270,1
KU168271,1
KU168272,0
KU168273,0
KU168274,0
KU168275,0
KU168276,1
KU168277,0
KU168278,0
KU168279,2
KU168280,1
KU168299,0
KU168300,0
KU168301,1
KU168302,1
KU168303,0
KU168304,0
KU168305,0
KU168306,0
KU168308,0
KU749399,1
KU749400,0
KU749401,1
KU749403,0
KU749404,1
KU749405,0
KU749406,0
KU749423,0
KU749424,0
KU749425,0
KU749426,0
KU749428,1
KU749429,0
KU749430,1
KU749431,0
KU820822,1
KU820823,0
KU820824,0
KU820825,2
KU820826,0
KU820827,0
KU820828,0
KU820829,0
KU820830,0
KU820831,0
KU820832,0
KU820833,0
KU820834,0
KU820835,1
KU820836,0
KU820837,0
KU820838,0
KU820839,0
KU820841,0
KU820842,1
KU820843,0
KU820844,0
KU820845,1
KU820846,1
KU820847,0
KU820848,1
KU820849,1
KU820850,0
KU820851,2
KU820852,0
KU921705,0
KU921708,0
KU921712,0
KU921715,0
KU921719,2
KU921722,0
KU921726,0
KU921730,0
KU921732,0
KU921734,0
KU921738,0
KU921740,0
KU921743,0
KU921745,0
KU921748,3
KU921749,0
KU921752,0
KU921755,0
KU921759,0
KU921765,0
KU921767,0
KU921768,2
KU921772,0
KU921776,1
KU921779,0
KU921781,0
KU921785,1
KU921788,0
KU921789,0
KU921793,0
KU921796,0
KU921798,1
KU921799,1
KU921802,2
KU921804,2
KU921805,0
KU921807,1
KU921810,0
KU921814,1
KU921817,0
KU921823,1
KU921827,0
KU921831,0
KU921835,0
KU921838,0
KU921841,0
KU921852,0
KU992928,0
KU992929,0
KU992930,0
KU992931,0
KU992932,0
KU992933,0
KU992934,0
KU992935,0
KU992936,1
KU992937,0
KX232596,0
KX232597,2
KX232598,4
KX232600,0
KX232601,2
KX232603,1
KX232604,1
KX232605,0
KX232607,5
KX232609,0
KX232610,0
KX232611,0
KX232612,0
KX232614,0
KX232616,0
KX232617,0
KX232618,0
KX232619,0
KX232620,0
KX232621,0
KX232622,0
KX232623,0
KX232624,0
KX232625,1
KX232626,0
KX232627,1
KX232628,0
KX232629,0
KX389608,1
KX389609,0
KX389610,0
KX389611,0
KX389612,0
KX389613,0
KX389614,0
KX389615,0
KX389616,0
KX389617,0
KX389618,1
KX389620,0
KX389621,2
KX389622,0
KX389623,0
KX389624,0
KX389625,0
KX389626,0
KX389627,0
KX389628,1
KX389629,0
KX389630,0
KX389631,1
KX389632,1
KX389633,0
KX389634,0
KX389635,1
KX389637,0
KX389638,0
KX389639,0
KX389640,0
KX389641,0
KX389642,0
KX389643,0
KX389644,0
KX389645,0
KX389646,1
KX389647,0
KX389648,0
KX389649,0
KX756600,1
KX756601,0
KX756602,0
KX756603,0
KX756604,1
KX756605,0
KX756606,1
KX756607,1
KX756608,0
KX756609,1
KX756610,1
KX756611,0
KX756612,0
KX756613,0
KX756614,1
KX756615,1
KX907336,0
KX907337,0
KX907338,0
KX907339,0
KX907340,0
KX907341,0
KX907342,0
KX907343,1
KX907344,0
KX907345,0
KX907346,1
KX907347,0
KX907348,1
KX907349,0
KX907350,1
KX907351,0
KX907353,8
KX907354,0
KX907355,0
KX907356,1
KX907358,0
KX907359,0
KX907360,0
KX907361,0
KX907362,0
KX907363,0
KX907364,0
KX907365,0
KX907366,0
KX907367,1
KX907368,0
KX907369,1
KX907370,0
KX907371,1
KX907372,0
KX907373,0
KX907374,1
KX907375,1
KX907376,1
KX907377,0
KX907378,0
KX907379,0
KX907380,1
KX907381,0
KX907382,2
KX907383,0
KX907384,0
KX907385,0
KX907386,0
KX907387,0
KX907388,1
KX907389,0
KX907390,2
KX907391,1
KX907392,1
KX907393,0
KX907394,0
KX907395,1
KX907396,0
KX907397,1
KX907398,0
KX907399,0
KX907400,1
KX907401,0
KX907402,0
KX907403,0
KX907405,0
KX907406,1
KX907407,1
KX907408,0
KX907409,0
KX907410,0
KX907411,0
KX907412,0
KX907413,0
KX907414,0
KX907415,0
KX907416,0
KX907417,0
KX907418,0
KX907419,1
KX907420,0
KX907421,1
KX907422,0
KX907423,1
KX907424,0
KX907425,2
KX907426,1
KX907427,0
KX907428,0
KX907429,0
KX907430,0
KX907431,0
KX907432,0
KX907433,0
KX983542,0
KX983566,0
KX983624,0
KX983643,0
KX983685,0
KX983732,0
KX983765,0
KX983797,0
KX983831,0
KX983851,1
KX983891,0
KY392767,2
KY392768,1
KY392769,1
KY392770,0
KY392771,0
KY392772,0
KY392773,1
KY392774,0
KY392776,0
KY392777,0
KY392778,0
KY392779,4
KY392780,1
KY658702,0
L22939,1
L22942,1
L22943,1
L22948,2
L22949,1
L22950,1
L22955,1
L22957,0
L23065,0
U04908,0
U08441,1
U08443,0
U08446,0
U08447,1
U08448,1
U08450,1
U08451,0
U08452,0
U08456,1
U08457,0
U08458,0
U27419,1
U27445,1
U39233,2
U39234,0
U39237,0
U39239,1
U39240,0
U39241,2
U39244,0
U39245,0
U39250,1
U39253,0
U39255,1
U39258,4
U84794,1
U84795,1
U84799,0
U84800,0
U84806,1
U84811,1
U84814,0
U84817,1
U84819,0
U84821,0
U84823,0
U84827,0
U84831,0
U84833,0
U84840,0
U84841,0
U84848,1
U84850,0
U84854,1
U84857,0
U84884,0
U84886,0
